532
8589
405	3
271	167
492	52
401	142
271	150
276	4
385	28
275	34
269	184
321	209
437	135
267	2
301	151
268	19
276	38
269	209
338	19
335	0
473	4
269	10
402	38
301	11
402	2
347	9
302	81
419	134
335	77
292	17
271	34
276	4
502	2
347	141
477	0
335	0
352	1
270	4
268	9
276	75
318	3
270	19
347	234
293	1
336	86
277	13
435	24
274	40
267	25
281	50
355	4
271	20
275	13
335	5
280	154
402	134
267	1
491	67
278	42
305	5
280	176
271	100
267	236
334	152
468	74
351	2
410	56
281	9
274	135
277	26
334	10
284	134
297	134
276	63
276	9
468	1
268	2
413	55
419	3
405	150
272	4
521	72
310	35
276	4
293	201
268	0
402	13
402	38
271	7
271	19
380	9
290	51
335	46
301	100
418	17
270	177
275	141
268	46
303	69
270	10
373	25
268	143
343	67
418	155
403	0
274	234
336	17
267	9
269	9
335	51
334	205
270	17
278	20
275	86
313	36
405	217
334	134
353	78
366	1
352	167
269	136
469	1
277	0
335	34
302	0
301	105
326	71
293	19
482	0
401	1
368	141
302	50
278	0
322	251
267	67
351	92
269	17
309	0
439	3
269	97
336	1
318	20
401	36
411	202
326	21
272	0
468	134
418	0
270	35
285	68
285	138
267	80
301	142
401	202
318	3
302	176
356	17
287	9
471	59
267	140
271	44
403	107
401	67
336	257
293	63
335	3
267	238
286	17
277	5
269	151
418	0
402	0
284	30
272	6
301	67
485	17
334	2
344	38
335	7
292	18
297	30
495	118
368	34
271	34
303	71
270	118
267	0
289	134
284	17
418	0
403	42
280	159
338	0
272	203
316	136
267	1
431	19
334	13
268	36
274	46
402	1
267	1
401	142
478	35
274	17
314	151
284	148
289	40
372	3
274	0
284	10
276	0
270	36
270	135
309	17
335	94
269	102
267	34
267	0
301	51
270	54
472	143
301	7
271	37
401	3
269	0
268	88
401	53
267	2
267	201
387	9
267	135
274	1
268	19
335	4
378	235
473	205
335	134
406	0
377	0
269	68
436	71
304	72
267	104
408	68
409	77
506	44
271	167
288	192
288	184
281	1
435	88
284	1
351	11
271	4
345	34
368	38
284	2
301	145
301	134
470	57
408	189
435	136
287	35
267	100
301	42
473	2
469	151
276	236
401	90
343	80
276	242
359	192
280	1
277	153
354	143
401	0
320	88
268	135
267	1
321	17
284	0
268	24
468	57
272	171
410	1
353	10
289	2
276	67
280	72
481	140
276	11
401	18
402	19
405	68
435	17
402	125
267	170
289	36
269	135
278	17
336	137
387	5
282	68
276	2
337	2
305	86
304	175
376	34
267	18
267	35
285	46
267	69
336	0
285	0
292	22
403	86
270	3
267	4
361	7
403	13
270	1
478	69
309	13
267	76
267	17
267	0
277	73
301	67
381	0
418	67
372	8
336	117
310	52
301	102
271	1
288	4
286	75
405	19
355	101
267	139
267	106
406	134
271	136
268	76
286	2
292	5
402	68
268	2
485	3
468	33
274	60
418	150
270	136
347	26
280	11
279	34
306	10
402	20
423	42
283	59
318	0
277	9
326	17
335	38
287	203
481	1
419	44
290	0
405	4
334	67
301	168
269	134
318	68
306	34
401	15
436	1
318	69
284	0
267	234
318	58
267	6
326	36
307	0
315	118
353	17
276	18
280	134
410	9
303	73
502	1
294	9
468	67
269	67
269	37
322	76
339	36
268	134
267	50
268	68
318	11
278	1
302	2
339	17
268	0
276	68
431	19
276	84
287	139
267	63
338	5
288	136
417	152
438	17
301	209
435	46
361	1
292	4
354	36
343	38
318	150
468	0
267	5
303	5
269	134
343	133
335	234
409	17
272	201
369	1
402	1
335	184
320	9
284	65
343	142
267	143
267	21
271	100
377	71
267	150
278	17
426	19
278	140
268	9
401	134
306	17
336	0
283	34
268	142
351	3
274	0
301	138
267	100
401	19
284	17
278	105
402	4
305	8
269	82
343	134
380	138
267	7
268	84
419	0
280	17
405	146
297	86
401	77
276	80
421	70
468	1
270	135
343	67
336	171
269	4
335	202
335	31
335	19
269	34
481	117
376	9
272	69
268	146
267	230
271	135
335	8
285	9
267	86
276	1
424	50
470	142
268	19
488	21
272	2
267	167
285	9
302	9
403	38
271	17
267	35
410	5
276	9
318	105
271	13
284	1
290	1
410	7
276	167
301	155
267	0
382	170
410	50
281	0
308	59
272	0
284	2
301	1
410	9
282	47
410	0
401	190
280	14
309	50
309	142
271	52
271	29
267	101
385	125
412	25
278	170
274	117
284	51
341	38
277	138
267	67
267	1
271	1
502	134
491	24
472	1
318	0
268	4
271	235
303	4
406	20
334	146
268	68
268	37
302	0
268	0
411	0
335	118
294	50
274	19
401	75
403	40
368	9
404	67
414	0
268	68
339	1
435	185
278	34
270	68
302	17
402	130
345	9
479	154
485	84
267	9
268	17
447	52
468	70
306	17
468	1
337	137
284	76
337	1
470	25
267	9
271	26
267	0
267	0
485	59
401	154
339	146
268	4
426	134
303	35
267	204
303	134
280	5
285	67
302	184
301	2
292	7
335	238
405	34
453	7
502	34
314	10
483	21
290	217
335	167
306	203
345	72
286	144
485	202
287	13
405	1
478	3
303	146
402	50
336	9
267	11
268	1
276	0
422	138
284	17
401	80
357	205
354	51
405	42
354	105
469	134
414	17
336	11
268	136
368	59
370	17
267	34
267	100
277	21
449	34
271	184
271	70
268	136
293	11
326	35
469	167
270	43
282	2
368	9
271	167
302	150
303	167
419	34
269	69
403	117
336	71
401	39
338	3
269	184
328	1
351	22
268	1
370	44
268	150
269	175
277	134
343	3
513	0
267	0
402	42
277	169
414	159
270	89
271	1
330	71
268	2
309	18
299	34
284	78
268	173
268	128
286	85
267	68
271	92
372	135
512	15
284	137
268	13
512	34
310	135
334	12
267	9
267	80
355	203
271	3
271	81
410	2
267	19
292	136
267	134
468	11
280	209
268	0
276	201
368	63
284	167
285	169
284	71
268	16
353	5
414	22
293	186
275	84
281	0
316	202
435	78
376	43
268	2
402	166
469	4
286	189
290	3
295	35
401	5
269	84
288	201
468	4
337	100
284	4
301	56
284	151
285	36
454	134
311	1
267	2
277	0
267	0
334	68
402	7
276	68
276	136
401	142
272	15
277	105
270	134
360	72
297	0
292	71
284	136
269	68
410	159
289	118
403	67
270	184
401	73
341	59
288	10
402	16
292	137
457	2
503	150
434	4
401	209
347	4
270	100
301	34
268	94
268	5
267	67
286	12
485	18
277	17
276	0
267	92
272	67
472	0
309	52
286	229
327	67
437	42
368	47
281	160
